,name,address,icon,userComment,tags
0,French Cantine,"65 Avenue Gambetta, 93170 Bagnolet, France",restaurant,Meilleur sandwich que j’ai mangé. Les plats de pâtes ont l’air délicieux. Que dire de plus.,💸#Grec 🥙#Halal#Pâtes 🍝#Validé ✅
1,La Maison Du Tacos,"23 Rue Saint-Spire, 91100 Corbeil-Essonnes, France",restaurant,Meilleur endroit pour prendre un tacos FR . 🖕🏾 O'tacos,💸#Halal#Tacos 🇫🇷#Validé ✅
2,Mamagaya,24 Avenue Henri Barbusse 93700 Drancy France,restaurant,,💸#Grec 🥙#Pâtes 🍝#À faire
3,Broadway Coffee,"4 Boulevard Carnot, 93250 Villemomble, France",fastfood,,💸#Burger 🍔🍟#À faire
4,O'Cheese Naans,"20 Rue Pablo Neruda, 77200 Torcy, France",restaurant,,Burger 🍔🍟#Grec 🥙#💸#À faire
5,le 129,"129 Bis Rue Gabriel Péri, 93200 Saint-Denis, France",restaurant,,💸#Grec 🥙#Halal#Validé ✅
6,Snack Mac Kenzi,36 Avenue Victor Hugo 94600 Choisy-le-Roi France,supermarket,,💸#Halal#Grec 🥙#Validé ✅
7,The Coffee Time,"32 Allée Parmentier, 94000 Créteil, France",restaurant,,Grec 🥙#Burger 🍔🍟#Halal#💸#À faire
8,Restaurant Sultan,1 Avenue Paul Doumer 93460 Gournay-sur-Marne France,fastfood,,💸#Grec 🥙#À faire
9,Monday's,"2 Rue de Mantes, 92700 Colombes, France",restaurant,Je ne sais plus j’avais pris exactement mais c’était bon. J’ai pas eu l’occasion de tester leur desserts mais ils ont l’air 👌,Burger 🍔🍟#Validé ✅#Pâtes 🍝#💸
10,5th avenue house of hot dog,"11 Rue Jacques Cœur, 75004 Paris, France",restaurant,,💸#Hot-Dog 🌭#À faire
11,Steak 'n Shake,"25 Boulevard de Sébastopol, 75001 Paris, France",fastfood,,Burger 🍔🍟#Validé ✅#💸#RIP (Fermé definitivement)
12,Mama Jackson Soul Food ,12 Rue Claude Tillier 75012 Paris France,restaurant,Le Waffle Burger est vraiment bon et rassasiant. Qualité prix au top ! ,💸💸#Halal#Soul Food#Poulet 🐔#Validé ✅
13,BAO BURGER,"277 Boulevard Voltaire, 75011 Paris, France",restaurant,Chinois/Vietnamien,Asiat#💸💸#Burger 🍔🍟#À faire
14,Le Bon Panneton,"105 Rue Saint-Charles, 75015 Paris, France",restaurant,La Boulangerie où j’ai pris le meilleur gâteau d’anniversaire de ma vie.,💸💸#Pâtisseries#Validé ✅#Boulangerie 🥖
15,Joe Burger,"49 Rue Descartes, Paris 75005",fastfood,Bon et pas cher.,💸#Burger 🍔🍟#Validé ✅
16,Le Why Not,39 Avenue de Fontainebleau 94270 Le Kremlin-Bicêtre France,restaurant,,Halal#💸#Snack#À faire
17,CHICKEN STREET,"67 Boulevard Paul Vaillant Couturier, 94200 Ivry-sur-Seine, France",restaurant,,💸#Burger 🍔🍟#Halal#Poulet 🐔#À faire
18,Cultura,Centre commercial Vill'Up Paris 75019,library,,Librairie#À faire
19,Cultura,Centre Commercial Les 4 Temps 16 Parvis de la Defense Puteaux 92800,library,,💸#Librairie#À faire
20,Album Comics,"67 Boulevard Saint-Germain, 75005 Paris, France",shopping,,Comics | Mangas#Validé ✅
21,Andalouz Pizza,122 Route de Saint-Leu 93430 Villetaneuse France,restaurant,Allez y uniquement si vous avez vraiment faim.,💸#Validé ✅#Grec 🥙#Pizza 🍕
22,Royal Chicken,"119 Avenue Stalngrad, 93240 Stains, France",restaurant,,Burger 🍔🍟#Grec 🥙#💸
23,Central Comics Paris,"25 rue de l'Ambroisie, 75012 Paris",library,,Comics | Mangas#À faire
24,Gumbo YaYa,"3 Rue Charles Robin 75010 Paris, 75010 Paris, France",restaurant,,💸💸#Soul Food#Validé ✅
25,Comptoir Veggie,"75 Avenue Ledru-Rollin, 75012 Paris, France",fastfood,,À faire#Bio 👨‍🌾#Vege/Vegan 🌱
26,Le Train Bleu,"Pl. Louis-Armand, 75012 Paris, France",restaurant,,Poisson 🐟#💸💸💸#À faire#TheFork 🍴
27,Ober Mamma,"107 Boulevard Richard-Lenoir, 75011 Paris, France",restaurant,Une des meilleure pizza que j’ai pu manger de ma vie.,Pizza 🍕#Validé ✅#Big Mamma#💸💸
28,East Mamma,"133 Rue du Faubourg Saint-Antoine, Paris 75011",restaurant,,💸💸#Big Mamma#Pizza 🍕#À faire
29,Little Baobei,"7 Rue de Châteaudun, 75009 Paris, France",fastfood,,💸💸#Burger 🍔🍟#Halal#Validé ✅
30,ROOMIES,"14 Rue du Cygne, 75001 Paris, France",fastfood,,Burger 🍔🍟#💸💸
31,GARNETT,"85 Rue Cardinet, 75017 Paris, France",fastfood,,💸#Burger 🍔🍟#À faire
32,Le Constantinople,"96 Avenue de Fontainebleau, 94270 Le Kremlin-Bicêtre, France",restaurant,La viande du grec est bonne mais l’ensemble n’est pas exceptionnel,Burger 🍔🍟#Grec 🥙#Fait ✔️#💸
33,Harry's Cafe,27 Rue Jules Guesde 93140 Bondy France,fastfood,,💸#Burger 🍔🍟#À faire
34,Pizza San Marco Paris,52 Rue Saint-Maur 75011 Paris France,fastfood,,💸#Pizza 🍕#À faire
35,Pho Bida Viet Nam,"36-38 Rue nationale, 75013 Paris, France",restaurant,Vietnamien,Asiat#🍴 inconnu#À faire
36,CLUBURGER,"14 Place de la Barre, 95170 Deuil-la-Barre, France",restaurant,,💸💸#Burger 🍔🍟#À faire
37,Meal Time,"35 Avenue de Clichy, 75017 Paris, France",restaurant,,Burger 🍔🍟#Grec 🥙#💸#À faire
38,Rosaparks,"46 Rue Jean-Pierre Timbaud, 75011 Paris, France",fastfood,,💸💸#Burger 🍔🍟#À faire#TheFork 🍴
39,Mac Halal Restaurant,"46 Avenue Louis Aragon, 93000 Bobigny, France",restaurant,,💸#Burger 🍔🍟#Grec 🥙#Halal#À faire
40,5PIZZ,"30 Rue Marx Dormoy, 75018 Paris, France",restaurant,,💸#Pizza 🍕#À faire
41,Bioburger Victoire,"10 Rue de la Victoire, 75009 Paris, France",fastfood,,💸#Burger 🍔🍟#Bio 👨‍🌾#Vege/Vegan 🌱#Validé ✅
42,Le Miam's,Mail des Mèches 94000 Créteil France,fastfood,,💸#Grec 🥙#Burger 🍔🍟#Halal#Validé ✅
43,Pépé Santana Paris 15,"171 Boulevard Lefebvre, 75015 Paris, France",restaurant,,Burger 🍔🍟#Grec 🥙#💸#À faire
44,Gout Doux,97 Avenue d'Argenteuil 92600 Asnières-sur-Seine France,fastfood,,💸#À faire#Grec 🥙
45,Villa Maasai - Restaurant Africain,"9 Boulevard des Italiens, Paris 75002",restaurant,,💸💸#Africain#À faire
46,Kodawari Ramen,"29 Rue Mazarine, 75006 Paris, France",restaurant,Japonais,💸💸#Asiat#Validé ✅
47,Pascal & Anthony,"32 Rue de Dantzig, 75015 Paris, France",bakery,,💸💸#Boulangerie 🥖#Pâtisseries#À faire
48,Eugène,"48 Rue du Hameau, 75015 Paris, France",cafe,,🍴 inconnu#Café#À faire
49,VG Pâtisserie,"123 Boulevard Voltaire, 75011 Paris, France",bakery,,💸#Pâtisseries#À faire
50,La Brigade - Oberkampf,103 Rue Oberkampf Paris 75011,restaurant,,Viande#💸💸#Validé ✅#TheFork 🍴
51,Arabian Oud,63 Avenue des Champs-Élysées 75008 Paris France,shopping,,💸💸💸#Parfumerie#À faire
52,ABDUL SAMAD AL QURASHI,"45 Avenue George V, 75008 Paris, France",shopping,,💸💸💸#Parfumerie#À faire
53,Le temps et le pain,"7 Rue Mouton-Duvernet, 75014 Paris, France",bakery,,💸💸#Boulangerie 🥖#Pâtisseries#À faire
54,Hayaku Shop,"4 Rue Dante, 75005 Paris, France",shopping,,Librairie#À faire
55,La French Touch,"137 Rue des Fauvelles, 92250 Courbevoie, France",restaurant,,💸💸#Burger 🍔🍟#À faire
56,La Comedia,"107 Rue Monge, 75005 Paris, France",restaurant,,Pizza 🍕#💸💸#À faire
57,Au P'tit Grec,"68 Rue Mouffetard, 75005 Paris, France",shopping,,💸#Grec 🇬🇷#Halal#Validé ✅
58,Guimi House,"38 Rue de Turbigo, 75003 Paris, Francia",shopping,,Guimi#À faire
59,闺蜜甜品,"48 Rue René Boulanger, 75010 Paris, France",restaurant,,Guimi#🍴 inconnu#À faire
60,Guimi House,"54 Rue Richer, 75009 Paris, France",restaurant,,Guimi#Asiat#🍴 inconnu#À faire
61,Le Gribouille,"44 Rue de Rivoli, 75004 Paris, France",restaurant,,💸💸#Bar#À faire#TheFork 🍴
62,French Home,"29 Rue Marx Dormoy ,75018 Paris",fastfood,,💸#Halal#Burger 🍔🍟#À faire
63,Choco Factory,"13 Rue de Médicis, 75006 Paris, France",cafe,,💸💸#Pâtisseries#Validé ✅
64,Le Butcher,"157 Rue du Faubourg Saint-Honoré, 75008 Paris, France",restaurant,,💸💸#Burger 🍔🍟#Halal#À faire#TheFork 🍴
65,Les Grands Enfants,"160 Boulevard de Charonne, 75020 Paris, France",restaurant,,💸💸#Restaurant#À faire#TheFork 🍴
66,La petite étoile,"30 Rue Voltaire, 92300 Levallois-Perret, France",restaurant,,Pizza 🍕#Halal#Pâtes 🍝#Restaurant#💸💸#À faire#TheFork 🍴
67,La Grande Épicerie de Paris,"38 Rue de Sèvres, 75007 Paris, France",shopping,,💸💸💸#Epicierie Fine#Validé ✅#Grand Magasin 🛍
68,Tea & Waffle,62 Rue Monsieur le Prince Paris France,supermarket,J’avais pris un waffle 2 boules. Vraiment très bon.,Validé ✅#💸#Salon de thé 🍵
69,Rapid'Naan,52 Rue du Faubourg du Temple 75011 Paris France,fastfood,,Grec 🥙#Tacos 🇫🇷#💸#À faire
70,La Roses de DAMAS,"6 Boulevard Saint-Germain, 75005 Paris, France",restaurant,,Halal#Libanais 🇱🇧#À faire
71,Benedict,"19 Rue Sainte-Croix de la Bretonnerie, 75004 Paris, France",restaurant,,💸💸#Restaurant#À faire
72,L'envol,24 Av. Du Maréchal Foch Chelles 77500,restaurant,,💸#À faire#Africain
73,Poulet braise,"106 Rue de Clignancourt, 75018 Paris, France",restaurant,,Africain#Poulet 🐔#Halal#🍴 inconnu#À faire
74,Andiamo,"15 Cours Mgr Roméro, 91000 Évry, France",restaurant,,💸#Restaurant#À faire
75,Grazie,"91 Boulevard Beaumarchais, 75003 Paris, France",restaurant,,💸💸#Pizza 🍕#Validé ✅#Zenchef
76,Le 1818 | Restaurant Halal Paris | Restaurant Halal Paris 16,"2 Rue de Sontay, 75016 Paris, France",restaurant,,💸💸#Halal#Restaurant#À faire
77,O'scià Pizzeria Napoletana,"42 Rue Tiquetonne, Paris 75002",restaurant,,💸💸#Pizza 🍕#À faire#Zenchef
78,Frog POP-UP,"176 Rue Montmartre, 75002 Paris, France",bar,,Restaurant#💸💸#À faire#Zenchef
79,Ippudo Louvre,"74-76 Rue Jean-Jacques Rousseau, Paris-1ER-Arrondissement 75001",restaurant,Japonais,💸💸#Asiat#À faire
80,La Frontera Créteil,"7 Rue du Général de Larminat, 94000 Créteil, France",restaurant,,💸#Halal#Hispanique#À faire
81,Baagaa Trocadero,54 Rue de Longchamp Paris France,fastfood,,💸💸#Burger 🍔🍟#Baāgaā#À faire
82,Baagaa Montorgueil,28 Rue Léopold Bellan Paris France,restaurant,,💸💸#Burger 🍔🍟#Baāgaā#À faire
83,Brasserie Zimmer,"1 Place du Châtelet, 75001 Paris, France",restaurant,,💸💸#Restaurant#À faire#TheFork 🍴
84,Le Cafe Lomi,3TER Rue Marcadet Paris France,shopping,,💸💸#Café#À faire
85,L'Atelier Corse,"21 Rue du Général Leclerc, 91540 Mennecy, France",restaurant,,Restaurant#🍴 inconnu#À faire
86,IKEA Food,"35 Rue Jean Jaurès, 94350 Villiers sur Marne, France",shopping,Tarte au daim,💸#Suédois 🇸🇪#Validé ✅
87,Boutique Angelina Paris,"108 Rue du Bac, Paris 75007",shopping,,💸💸#Pâtisseries#À faire
88,Parc des Beaumonts,"93100 Montreuil, France",forest,,Le Parc#Parcs
89,La Cure Gourmande,49 Avenue de l'Opéra 75002 Paris France,restaurant,C’est cher mais c’est très bon. PS: Prenez les gâteaux plutôt que les bonbons.,💸💸#Pâtisseries#Validé ✅
90,Showcolat,"21 Rue de Rochechouart, 75009 Paris, France",restaurant,,Pâtisseries#À faire
91,House of 3 brothers,"25 Rue de Lancry, 75010 Paris, France",bakery,,💸#À faire#Pâtisseries
92,Chipotle Mexican Grill,"2 Rue Linois, Paris 75015",fastfood,,💸💸#Hispanique#Validé ✅
93,Promenade plantée,Promenade Plantée 75012 Paris France,train,,Parcs#Validé ✅
94,Parc André Citroën,"2 Rue Cauchy, 75015 Paris, France",beach,,Parcs#Validé ✅
95,Parc Monceau,75008 Paris France,tourism,,Parcs
96,Buttes Chaumont,France,generic,,Parcs#Validé ✅
97,Square de la Butte du Chapeau Rouge,"75019 Paris, France",beach,,Parcs
98,Parc de la Villette,Avenue Jean Jaurès 75019 Paris France,beach,,Parcs#Validé ✅
99,Cuvier-Jardin des Plantes,7 Rue Linné 75005 Paris France,train,,Parcs#Validé ✅#À faire
100,Square Jehan Rictus,1 Rue de la Vieuville 75018 Paris France,beach,,Parcs#Validé ✅
101,Pizzeria Popolare,"111 Rue Réaumur, Paris 75002",restaurant,,💸#Big Mamma#Pizza 🍕#Validé ✅
102,Seven7 Délices du monde,"32 Clos des Cascades, 93160 Noisy-le-Grand, France",restaurant,,Africain#💸💸#À faire
103,Parc de la Butte Verte,"1 Bd du Champy-Richardets, 93160 Noisy-le-Grand, France",school,,Parcs#Validé ✅
104,Jardin du Palais Royal,"Paris-1ER-Arrondissement，, 6 Rue de Montpensier, 75001 Paris-1ER-Arrondissement, France",historic,,Parcs#Validé ✅
105,B&M Burgers restaurant,"98 Rue des Martyrs, 75018 Paris, France",fastfood,"Tu savoures chaque bouchée du burger et des frites. PS : Mettez du chili flakes sur vos frites et dans votre burger, ça fait la diff.",💸💸#Burger 🍔🍟#Validé ✅
106,Koff,"15 Rue la Vieuville, 75018 Paris, France",restaurant,,💸💸#Burger 🍔🍟#À faire
107,PARIS - PORTO,"100 Rue des Martyrs, 75018 Paris, France",bakery,,💸#Portugal 🇵🇹#Epicierie#Validé ✅
108,La pâtisserie Gilles Marchal,"9 Rue Ravignan, 75018 Paris, France",restaurant,,Pâtisseries#💸💸#À faire
109,Sofra,"91 Avenue Edouard Vaillant, 92100 Boulogne-Billancourt, France",restaurant,Le grec cuit au four 👌🏾. J’y retournerai prendre d’autres sandwichs car c’est vraiment très bon.,💸#Snack#Halal#Grec 🥙#Validé ✅
110,Lunch Club,"8 Avenue Jean Jaurès, 75019 Paris, France",restaurant,J’ai pris le spécial vraiment bon en plus t’es calé pour pas cher qualité prix au top,💸#Halal#Grec 🥙#Validé ✅
111,Restaurant Le Rhumel,"7 Boulevard de Belleville, 75011 Paris, France",restaurant,,Restaurant#🍴 inconnu#À faire
112,Lodoss Chicken,"75 Avenue de la Porte des Lilas, 93260 Les Lilas, France",restaurant,Le sandwich est bon mais les frites sont mauvaises,💸#Snack#Grec 🥙#Halal#Fait ✔️
113,Les Saveurs De Gagny,"38 Bis Avenue Jean Jaurès, 93220 Gagny, France",restaurant,,💸#Snack#Grec 🥙#Halal#À faire
114,2.4.6.,13 Rue Georges Brassens 91080 Évry-Courcouronnes France,fastfood,,💸#Snack#Tacos 🇫🇷#Grec 🥙#Burger 🍔🍟#À faire
115,Le Plateau,69TER Rue Pierre Brossolette 91130 Ris-Orangis France,restaurant,,Snack#Grec 🥙#Halal#🍴 inconnu#À faire
116,Mad in Food,20 Grand'Rue 91600 Savigny-sur-Orge France,fastfood,,💸#Halal#Snack#Grec 🥙#Tacos 🇫🇷#À faire
117,So Square,151 Avenue du Général de Gaulle 91170 Viry-Châtillon France,fastfood,,💸#Halal#Snack#Grec 🥙#Tacos 🇫🇷#À faire
118,Snack Aksaray Istambul,8 Rue Gambetta 91290 Arpajon France,supermarket,,Snack#Grec 🥙#Halal#🍴 inconnu#À faire
119,O' Crousti D'Asie,"154 Boulevard Robert Ballanger, 93420 Villepinte, France",restaurant,,Snack#Asiat#🍴 inconnu#À faire
120,Pizza News,9 Place Gaston Bussière 93270 Sevran France,fastfood,,💸#Halal#Snack#Pizza 🍕#À faire
121,Big Dal,"74 Route de Mitry, 93600 Aulnay-sous-Bois, France",restaurant,,💸#Halal#Grec 🥙#À faire
122,2004 Chicken Family,4 Avenue Louis Aragon 93000 Bobigny France,fastfood,,Snack#Burger 🍔🍟#Tacos 🇫🇷#Halal#Grec 🥙#💸#À faire
123,Tacos 93,131BIS Avenue Jean Jaurès 93120 La Courneuve France,fastfood,,Snack#Tacos 🇫🇷#Halal#À faire
124,Le Mistral,89 Boulevard Édouard Vaillant 93300 Aubervilliers France,fastfood,,💸#Snack#Halal#À faire
125,QUARTER | Restaurant & Coffee,"187 Avenue Jean Jaurès, 75019 Paris, France",restaurant,,💸#Halal#Snack#À faire
126,Alto'Tacos,191 Rue de Crimée 75019 Paris France,restaurant,,💸#Snack#Halal#Pizza 🍕#Pâtes 🍝#À faire
127,Chez Publicite Daniel,18 Boulevard Ney 75018 Paris France,business,,💸#Snack#Halal#Grec 🥙#À faire
128,Snack au Bouquet,67 Rue Letort 75018 Paris France,supermarket,,💸#Halal#Snack#Tacos 🇫🇷#Grec 🥙#À faire
129,O'DELICE l'original,"171 Avenue de Clichy, 75017 Paris, France",restaurant,,Snack#Burger 🍔🍟#Halal#🍴 inconnu#À faire
130,Good Thai,"50 Avenue Pierre Semard, 94200 Ivry-sur-Seine, France",restaurant,Thai,💸💸#Halal#Asiat#Snack#À faire
131,Alfaroj Lmashwi,"9 Avenue du 8 Mai 1945, 94400 Vitry-sur-Seine, France",restaurant,,💸#Snack#Libanais 🇱🇧#Halal#Validé ✅#TheFork 🍴
132,L'Escale du Palais,33 Allée Parmentier 94000 Créteil France,restaurant,,💸#Halal#Snack#Grec 🥙#Tacos 🇫🇷#À faire
133,Kydam,1 Avenue Auguste Marin 94100 Saint-Maur-des-Fossés France,fastfood,,💸#Halal#Snack#Burger 🍔🍟#Grec 🥙#À faire
134,Fast-food My Sandwich,"8 Avenue Maréchal Randon, 38000 Grenoble, France",restaurant,,Snack#Grec 🥙#Tacos 🇫🇷#Halal#💸#À faire
135,Frenchy Tacos,"1387 Route de Beaurepaire, 38270 Saint-Barthelemy, France",restaurant,,Snack#Tacos 🇫🇷#Halal#🍴 inconnu#À faire
136,L'oasis Chicken Chika,"116 Rue Crozet Boussingault, 42100 Saint-Étienne, France",restaurant,,💸#Halal#Snack#Grec 🥙#À faire
137,Easy Food Pierre Bénite,"87 Rue des Martyrs de la Libération, 69310 Pierre-Bénite, France",restaurant,,💸#Snack#Halal#Grec 🥙#Tacos 🇫🇷#Pizza 🍕#À faire
138,Mis Kebab,"68 Avenue Viviani, 69200 Vénissieux, France",restaurant,,💸#Snack#Grec 🥙#Halal
139,Foolek Pizz',"86 Cours Emile Zola, 69100 Villeurbanne, France",restaurant,,Snack#Halal#🍴 inconnu#À faire
140,Ain El Fouara,"47 rue colin 69100 villeurbanne, 69100 Villeurbanne, France",restaurant,,💸#Burger 🍔🍟#Grec 🥙#Halal#Snack#Pizza 🍕#Validé ✅
141,Derk-food,"13 Rue du Faubourg Saint-Pierre, 25300 Pontarlier, France",restaurant,,Snack#Halal#🍴 inconnu#À faire
142,Le Big Mama,"32 Rue du Faubourg-de-Pierre, 67000 Strasbourg, France",restaurant,,💸#Snack#Halal#À faire
143,Mail Burger,"10 Mail François Mitterrand, 35000 Rennes, France",restaurant,,💸#Halal#Snack#Grec 🥙#Tacos 🇫🇷#À faire
144,Escale K,"2 Rue Robert Schuman, 33130 Bègles, France",restaurant,,Snack#Burger 🍔🍟#Pâtes 🍝#Halal#🍴 inconnu#À faire
145,Burger Store,"26 Rue Camille Pelletan, Cenon 33150",restaurant,,💸#Halal#Burger 🍔🍟#À faire
146,Yummy Sandwicherie,28 Rue Montmailler 87000 Limoges France,fastfood,,Snack#Grec 🥙#Halal#💸#À faire
147,Ô Regal,"137 Boulevard du Grand Cerf, 86000 Poitiers, France",restaurant,,Snack#Grec 🥙#Halal#💸#À faire
148,Fratelli,"5bis Avenue de la Bolière, 45100 Orléans, France",restaurant,,Snack#Tacos 🇫🇷#Grec 🥙#Burger 🍔🍟#Halal#💸#À faire
149,Aladin Pizza,19 Avenue Lucien Cornet 89100 Sens France,supermarket,,💸#Burger 🍔🍟#Halal#Snack#Pizza 🍕#À faire
150,Bricktop Pizza,153 Quai de Valmy Paris France,restaurant,,💸#Pizza 🍕#Validé ✅
151,Shiso Burger,"21 Quai Saint-Michel, 75005 Paris, France",fastfood,,💸💸#Burger 🍔🍟#Validé ✅
152,Bistro&Gâteaux les Artizans,"30 Rue Montorgueil, 75001 Paris, France",bakery,,💸💸#Restaurant#Pâtisseries#À faire#TheFork 🍴
153,THE FRENCH DONUTS,"56 Rue la Bruyère, 75009 Paris, France",donuts,,💸#Pâtisseries#À faire
154,AtsuAtsu,"88 Rue de Richelieu, 75002 Paris, France",restaurant,Japonais ,💸💸#Asiat#À faire#RIP (Fermé definitivement)
