name,address,city,postalCode,country,icon,userComment,tag1,tag2,tag3,tag4,tag5,tag6,tag7,coordinates
Hawaiian poké,152 Rue Montmartre,Paris,75002, France,restaurant,,Hawaïen,💸💸,À faire,,,,,"[2.3431469, 48.8695876]"
Le Camion Qui Fume,Paris-2E-Arrondissement,Rue,168, 75002 Paris-2E-Arrondissement,restaurant,,Burger 🍔🍟,💸💸,Validé ✅,,,,,"[2.342924399999999, 48.87065589999999]"
GOIKO,106 Rue de Richelieu,Paris,75002, France,restaurant,,Burger 🍔🍟,💸💸,Validé ✅,,,,,"[2.3399283, 48.8713673]"
Le Galuchat,40 Rue des Lois 31000 Toulouse France,,,,restaurant,,Crêperie,À faire,,,,,,"[1.4401737, 43.6070277]"
Patisserie Conte,37 Rue Croix Baragnon,Toulouse,31000, France,restaurant,,Boulangerie 🥖,Validé ✅,,,,,,"[1.4480115, 43.59972130000001]"
La Bonbonniere,41 Rue des Tourneurs 31000 Toulouse France,,,,supermarket,,Pâtisseries,💸💸,À faire,,,,,"[1.4450042, 43.6007908]"
Midi Minuit,3 Place du Peyrou,Toulouse,31000, France,restaurant,,Restaurant,🍴 inconnu,À faire,,,,,"[1.4396891, 43.6074862]"
Le Coyote Burgers,40 Rue des Lois,Toulouse,31000, France,restaurant,,Burger 🍔🍟,💸,À faire,,,,,"[1.4396786, 43.607511]"
Karl Maison du Hot Dog,14 Rue Temponières,Toulouse,31000, France,restaurant,,Hot-Dog 🌭,💸💸,À faire,,,,,"[1.4433369, 43.6014334]"
Au Temple des Douceurs,8 Rue de Metz,Toulouse,31000, France,,,Pâtisseries,À faire,,,,,,"[1.441668, 43.599825]"
Le Paradis Gourmand,45 Rue des Tourneurs 31000 Toulouse France,,,,supermarket,,💸,Validé ✅,Divers,,,,,"[1.4449753, 43.600972]"
Puok Burger Store,Via Francesco Cilea,,104, 80127 Napoli,restaurant,,Burger 🍔🍟,À faire,,,,,,"[14.2221863, 40.84316459999999]"
Feira Fresca,64 Boulevard de la République,Boulogne-Billancourt,92100,,donuts,,Portugal 🇵🇹,Epicierie,💸,À faire,,,,"[2.24795, 48.83289]"
BigBang Restaurant,4 Rue Gay-Lussac,Paris,75005, France,,Coréen,Asiat,💸💸,À faire,TheFork 🍴,,,,"[2.3408461, 48.8463116]"
Nabou Pastel,18 Avenue Edouard Vaillant,Pantin,93500, France,restaurant,,Africain,💸💸,Validé ✅,Halal,RIP (Fermé definitivement),,,"[2.3971449, 48.8995055]"
Giovanni Boulangerie Contemporaine,49 Rue Chardon Lagache,Paris,75016, France,restaurant,,Boulangerie 🥖,Validé ✅,💸,,,,,"[2.2650484, 48.8431327]"
La Pâtisserie Cyril Lignac,24 Rue Paul Bert,Paris,75011, France,restaurant,L'équinoxe est délicieux ,Pâtisseries,💸💸,Validé ✅,,,,,"[2.3850199, 48.8526084]"
Alfred Burger - Noisy,2 Avenue Aristide Briand,,93160, Noisy-le-Grand,restaurant,,Burger 🍔🍟,💸💸,À faire,,,,,"[2.5525041, 48.84855210000001]"
Onyxia,2 Avenue du Général de Gaulle 93110 Rosny-sous-Bois France,,,,restaurant,,Restaurant,🍴 inconnu,À faire,,,,,"[2.48251, 48.87436]"
Coriandre Paris,104 Rue de l'Ouest,Paris,75014, France,restaurant,Indien,💸💸,Asiat,Réservation,À faire,TheFork 🍴,,,"[2.3156906, 48.8342536]"
Le Merci,29 Rue Poissonnière 75002 Paris France,,,,restaurant,Cambodgien 🇰🇭,À faire,💸💸,Asiat,TheFork 🍴,,,,"[2.34779, 48.86986]"
Uma Nota,86 Rue Réaumur,Paris,75002, France,restaurant,,Hispanique,💸💸,À faire,TheFork 🍴,,,,"[2.3505013, 48.86690909999999]"
Raton Buveur,39 Rue Amelot,Paris,75011, France,bar,,Restaurant,💸💸,Hispanique,À faire,,,,"[2.3687822, 48.8570249]"
La Mezcaleria Paris,13 Bd du Temple,Paris,75003, France,bar,,💸💸,Hispanique,À faire,,,,,"[2.3659536, 48.8639492]"
Le Fil Rouge Café,3 Rue René Boulanger,Paris,75010, France,restaurant,,💸💸,Burger 🍔🍟,À faire,TheFork 🍴,,,,"[2.3585062, 48.86896]"
Golosino,4 Square Vermenouze,Paris,75005, France,restaurant,,💸,Pizza 🍕,À faire,,,,,"[2.349129, 48.840844]"
L'Arobase Café,101 Rue Chevaleret,Paris,75013, France,cafe,,Café,🍴 inconnu,À faire,,,,,"[2.374795900000001, 48.8305229]"
Little morocco,119 Rue Ordener,Paris,75018, France,restaurant,,Maghreb/Moyen-Orient,💸💸,À faire,TheFork 🍴,,,,"[2.342201, 48.8926679]"
Sushi Itchi,1 Rue du Moulinet,Paris,75013, France,restaurant,,💸💸,Asiat,À faire,,,,,"[2.3564982, 48.8272711]"
Puerto Cacao - Paris 10,103 Rue du Faubourg Saint-Denis,Paris,75010, France,shopping,,Chocolaterie 🍫,🍴 inconnu,À faire,,,,,"[2.355539400000001, 48.8749224]"
Chez Sam,118 Avenue de Clichy,Paris,75017, France,restaurant,,💸💸,Libanais 🇱🇧,À faire,,,,,"[2.3214851, 48.89000519999999]"
Le Comptoir Général,84 Quai de Jemmapes,Paris,75010, France,bar,,Restaurant,Réservation,💸💸,À faire,Zenchef,,,"[2.3652071, 48.8721207]"
Rice Trotters,16 Rue Saint-Augustin,Paris,75002, France,restaurant,,Restaurant,🍴 inconnu,À faire,,,,,"[2.336334, 48.868932]"
Marcelle (Marlon),159 Rue de Grenelle,Paris,75007, France,restaurant,,Restaurant,💸💸,À faire,,,,,"[2.306473399999999, 48.8576783]"
Villa Ferretti,102 Boulevard du Président Wilson,Bordeaux,33000, France,restaurant,,Restaurant,💸💸,À faire,TheFork 🍴,,,,"[-0.5991837000000001, 44.8412427]"
Brasserie L'Excelsior,50 Rue Henri Poincaré,Nancy,54000, France,restaurant,,Restaurant,💸💸,À faire,Zenchef,,,,"[6.175566, 48.690781]"
Mme Shawn Thai Bistrot,18 Rue Caffarelli,Paris,75003, France,restaurant,Thai,💸💸,Asiat,À faire,TheFork 🍴,,,,"[2.362408, 48.863933]"
Hakata Choten,53 Rue des Petits Champs,Paris,75001, France,restaurant,Japonais,💸💸,Asiat,À faire,,,,,"[2.3348348, 48.8671431]"
Cosi,54 Rue de Seine,Paris,75006, France,restaurant,,💸,Sandwich 🥪,À faire,,,,,"[2.3368877, 48.85412549999999]"
CHEESERS - RESTAURANT REPUBLIQUE ET FOOD TRUCK,3 rue Yves Toudic Paris 75010,,,,restaurant,,Sandwich 🥪,À faire,TheFork 🍴,,,,,"[2.3641372, 48.8693403]"
Bòbún,Passage des Panoramas,Paris,75002,,fastfood,Vietnamien,Asiat,Burger 🍔🍟,À faire,,,,,"[2.34168, 48.87104]"
Burger Road,49 Rue Robert Dupont 92600 Asnières-sur-Seine France,,,,supermarket,,Burger 🍔🍟,À faire,,,,,,"[2.28397, 48.9215]"
Burger Road,49 Rue Robert Dupont 92600 Asnières-sur-Seine France,,,,supermarket,,Burger 🍔🍟,À faire,,,,,,"[2.2840147890807, 48.921508951022]"
Une Glace à Paris,15 Rue Sainte-Croix de la Bretonnerie,Paris,75004, France,museum,,Glaces 🍨🍦,💸💸,À faire,,,,,"[2.3563274, 48.8581179]"
Le Pain Quotidien Varenne,25 rue de Varenne,Île-de-France,Paris,,restaurant,,Boulangerie 🥖,À faire,,,,,,"[2.3242119, 48.8538065]"
Les Pères PoPulaires,46 Rue de Buzenval,Paris,75020, France,restaurant,,Bar,À faire,,,,,,"[2.4018248, 48.8511345]"
Jacques Genin Turenne,133 rue de Turenne 75003 Paris,,,,restaurant,"Coumarine, Praliesse, L, Tonka Teck 😋🤤",💸💸,Chocolaterie 🍫,Validé ✅,,,,,"[2.3645631, 48.8644515]"
Pascade,14 Rue Daunou Paris France,,,,restaurant,,Restaurant,💸💸,Réservation,À faire,,,,"[2.33131, 48.86972]"
Café foufou,10 Rue Oberkampf,Paris,75011, France,cafe,,Café,À faire,,,,,,"[2.3685455, 48.8630313]"
Librairie Présence Africaine,25 bis Rue des Écoles,Paris,75005, France,shopping,,Librairie,À faire,,,,,,"[2.3482961, 48.8485664]"
Tamery,19 Rue du Chalet 75010 Paris France,,,,library,,Librairie,À faire,,,,,,"[2.3730968, 48.87387289999999]"
Kott Café,19 Rue Ternaux,Paris,75011, France,cafe,,Café,À faire,,,,,,"[2.3734959, 48.86458469999999]"
Rodizio Brazil - Colombes,157 Bd Charles De Gaulle Colombes 92700,,,,restaurant,,Viande,À faire,,,,,,"[2.2267301, 48.91582950000001]"
Afi Papilles,21 Rue de la Mairie,Champs-sur-Marne,77420, France,restaurant,,Pâtisseries,💸💸,À faire,,,,,"[2.6023736, 48.85346560000001]"
808 Mac and Cheese,21 Boulevard du Temple,Paris,75003, France,restaurant,,Pâtes 🍝,À faire,,,,,,"[2.3655246, 48.8645846]"
Constantia,94 Rue des Martyrs,,,,restaurant,,Pizza 🍕,💸💸,À faire,2️⃣,,,,"[2.33982, 48.88399]"
Maison Castro,25 Rue Eugène Jumin 75019 Paris France,,,,wine,,Sandwich 🥪,À faire,,,,,,"[2.39212, 48.88782]"
Afrik asian soul,23 Rue Eugène Jumin,Paris,75019, France,restaurant,,Africain,Validé ✅,💸💸,,,,,"[2.3921837, 48.88765170000001]"
Heat's,127 Avenue Jules Vallès 91200 Athis-Mons France,,,,fastfood,,Grec 🥙,À faire,,,,,,"[2.3814635276794434, 48.70499038696289]"
ALDI,12 rue De L'Université Noisy Le Grand 93160,,,,supermarket,,À bats la hess,💸,Validé ✅,,,,,"[2.560453, 48.83683]"
CRISPY SOUL Paris 15,101 Rue Brancion Paris 75015,,,,restaurant,"L’accueil, le service et le repas étaient au top 👌🏾. ",Soul Food,💸💸,Validé ✅,Halal,,,,"[2.30212, 48.83052]"
Boulangerie Loquer Jean-Pierre,25 Rue des Morillons 75015 Paris France,,,,supermarket,,Boulangerie 🥖,À faire,,,,,,"[2.2980393, 48.8338147]"
Boulangerie Max Poilâne,87 Rue Brancion 75015 Paris France,,,,supermarket,,Boulangerie 🥖,À faire,,,,,,"[2.3025102, 48.83117339999999]"
"BRAVO, la fabrique de pâtes",41 Rue des Jeuneurs,Paris,75002, France,restaurant,Très bonne pâtes pour pas très cher dans un bon environnement + la panna cotta qui est succulente 😋,Pâtes 🍝,💸,Validé ✅,,,,,"[2.3431617, 48.8697909]"
Big Joe soul food corner,258 Boulevard Voltaire,Paris,75011, France,restaurant,,Soul Food,Burger 🍔🍟,Validé ✅,💸💸,RIP (Fermé definitivement),,,"[2.395881799999999, 48.8568108]"
Galaxia 3,58 Avenue de la République,Fontenay-sous-Bois,94120,,generic,,Boulangerie 🥖,Validé ✅,💸,,,,,"[2.45702, 48.852638]"
Moulin de Chessy,19 Rue D'Ariane 77700 Chessy France,,,,restaurant,,Pâtisseries,💸💸,Validé ✅,,,,,"[2.77144, 48.85794]"
La Maison du Zéro Déchet,1 passage Emma Calvé Paris 75012,,,,family,,Bio/Vegan,À faire,,,,,,"[2.385891914367676, 48.84823989868164]"
Dominique Saibron,77 Avenue du Général Leclerc 75014 Paris France,,,,restaurant,,Boulangerie 🥖,À faire,,,,,,"[2.3273413, 48.8279755]"
Boulangerie Briard et Fils,37 Rue de Paris 78600 Maisons-Laffitte France,,,,supermarket,,Boulangerie 🥖,À faire,,,,,,"[2.15203, 48.94549]"
Boulangerie Raphaelle,1 Rue Feutrier Paris France,,,,supermarket,,Boulangerie 🥖,Validé ✅,,,,,,"[2.3463711, 48.885844]"
Les Belles Envies,3 Rue Monge,Paris,75005, France,restaurant,,Pâtisseries,,,,,,,"[2.3495461, 48.84950910000001]"
Solques Bruno,243 Rue Saint-Jacques,Paris,75005, France,supermarket,,Boulangerie 🥖,💸💸,,,,,,"[2.3415327, 48.842855]"
Restaurant Pizza Kebab Ariane,11 Rue de Boston,Strasbourg,67000, France,restaurant,,Pizza 🍕,Grec 🥙,À faire,,,,,"[7.770493699999999, 48.57722379999999]"
Tartelettes,102 Rue Montmartre,Paris,75002, France,restaurant,,Pâtisseries,À faire,,,,,,"[2.3441784, 48.86727339999999]"
Ö Classic,3 Rue du Soleil,Schiltigheim,67300,,generic,,Grec 🥙,À faire,,,,,,"[7.75572, 48.605869]"
Henri Bouillet,15 Place de la Croix-Rousse,Lyon,69004, France,shopping,,Chocolaterie 🍫,Pâtisseries,À faire,,,,,"[4.832942999999999, 45.775849]"
Maison Auguste,215 Rue de Vaugirard 75015 Paris France,,,,fastfood,,Restaurant,À faire,,,,,,"[2.30909, 48.84176]"
Anacoco,98 Boulevard d'Alsace-Lorraine 94170 Le Perreux-sur-Marne France,,,,generic,,💸💸,Soul Food,Burger 🍔🍟,Validé ✅,,,,"[2.5037169456481934, 48.850738525390625]"
SHINZO PARIS,39 Rue Étienne Marcel,Paris,75001, France,shopping_women,,Bazar,À faire,,,,,,"[2.3476652, 48.86403989999999]"
L'effiloché,5 Rue du Centenaire,Montreuil,93100,,generic,,Sandwich 🥪,💸💸,Validé ✅,Florian On Air,,,,"[2.42698, 48.85799]"
Patisserie de Saison,65 Avenue d'Ivry,Paris,75013, France,supermarket,Les Perles Cocos 😋☺️,💸,Asiat,Validé ✅,,,,,"[2.364508, 48.823758]"
Shinya Pain Montmartre,41 Rue des Trois Frères,Paris,75018, France,restaurant,,Boulangerie 🥖,À faire,,,,,,"[2.3396317, 48.8851843]"
BINICI,18 Rue Chapon,Paris,75003, France,supermarket,,Pâtisseries,À faire,,,,,,"[2.3562905, 48.8635965]"
À la Mère de Famille,35,du,rue, 75009 Paris,shopping,,💸💸,Chocolaterie 🍫,Validé ✅,,,,,"[2.342328999999999, 48.87395799999999]"
La Grange à Pain,12 Rue Mabillon,Paris,75006, France,supermarket,,💸,Boulangerie 🥖,Validé ✅,,,,,"[2.3350956, 48.8520143]"
French Soul Food,16 Rue Pierre Brossolette 93130 Noisy-le-Sec France,,,,restaurant,,💸,Soul Food,Validé ✅,,,,,"[2.4566878, 48.8903747]"
C’est Mon Donuts,49 Rue du Chemin Vert,Paris,75011, France,generic,Bon mais très sucré ,💸💸,Validé ✅,,,,,,"[2.3752784729003906, 48.859413146972656]"
Wings and Chill,70 Rue Alexandre Dumas,Paris,75011,,generic,,💸,Burger 🍔🍟,Poulet 🐔,Validé ✅,,,,"[2.39544, 48.85413]"
pita pit,259 Rue du Faubourg Saint-Antoine,Paris,75011, France,restaurant,,💸,Validé ✅,Bio/Vegan,TheFork 🍴,,,,"[2.3869552, 48.84990879999999]"
Yummy Thai,42 Rue de Ménilmontant,Paris,75020, France,restaurant,Thaïlandais 🇹🇭,💸,Asiat,Validé ✅,RIP (Fermé definitivement),,,,"[2.3869192600250244, 48.86787033081055]"
Princesse Café,32 Rue Bichat Paris 75010,,,,restaurant,,💸💸,Brunch,Validé ✅,TheFork 🍴,,,,"[2.3683456, 48.871201]"
Babka Zana,65 Rue Condorcet,Paris,75009, France,restaurant,,💸,Pâtisseries,Validé ✅,,,,,"[2.3413031, 48.88024799999999]"
Les Freres Chapelier,32 Rue de Bayard 31000 Toulouse France,,,,supermarket,,💸,Boulangerie 🥖,Validé ✅,Bio 👨‍🌾,,,,"[1.448707, 43.6093464]"
EL CHIVITO IBERICO,63 Rue Pargaminières,Toulouse,31000, France,restaurant,,💸💸,Hispanique,Validé ✅,2️⃣,,,,"[1.437998, 43.602249]"
Prima Lova,1 Place de la Bourse,Toulouse,31000, France,restaurant,,💸💸,Pizza 🍕,Validé ✅,,,,,"[1.4421772, 43.6014334]"
Orto Italian Streetfood,6 Rue Peyras 31000 Toulouse France,,,,fastfood,,💸💸,Sandwich 🥪,Validé ✅,,,,,"[1.4439903, 43.6014007]"
Les Toulous'Hein,71 Rue de la Pomme 31000 Toulouse France,,,,fastfood,,💸💸,Burger 🍔🍟,Validé ✅,,,,,"[1.4444794, 43.60373]"
Pizzeria D'Alexis,12 Rue de la République 31300 Toulouse France,,,,restaurant,,💸💸,Pizza 🍕,Validé ✅,,,,,"[1.4359456, 43.5986937]"
Bouche B,36 Rue des Filatiers 31000 Toulouse France,,,,fastfood,,💸,Burger 🍔🍟,Validé ✅,,,,,"[1.444243, 43.5989839]"
Antica Salumeria,1 Rue des Arts 31000 Toulouse France,,,,restaurant,,💸💸,Epicierie Fine,Italien 🇮🇹,Validé ✅,,,,"[1.447089672088623, 43.59983825683594]"
Les Biscuits de Mr Laurent (PAU),1 Rue Bordenave d'Abere,Pau,64000, France,shopping,,💸,Cookie 🍪,Validé ✅,,,,,"[-0.373926, 43.295263]"
Quoi the,13 Rue du Mirail 33000 Bordeaux France,,,,generic,,💸,Validé ✅,Bubble Tea,,,,,"[-0.5712729096412659, 44.83441162109375]"
Boulangerie Louis Lamour,Hôtel de Ville - Quinconces,Bordeaux,33000, France,restaurant,,💸,Boulangerie 🥖,Validé ✅,,,,,"[-0.5728487999999999, 44.8371437]"
La Maison Darricau,7BIS Rue de la Vieille Tour 33000 Bordeaux France,,,,supermarket,,💸💸,Chocolaterie 🍫,Validé ✅,,,,,"[-0.5795074, 44.84140660000001]"
Møna,20 Rue de la Vieille Tour 18 et,Bordeaux,33000, France,cafe,,💸💸,Salon de thé 🍵,Validé ✅,2️⃣,,,,"[-0.5796182, 44.8410649]"
Dunes Blanches chez Pascal,7 Rue de la Vieille Tour,Bordeaux,33000, France,restaurant,,💸,Pâtisseries,Validé ✅,,,,,"[-0.5796022999999999, 44.8414305]"
Sambrosa,18 Rue Saint-Siméon 33000 Bordeaux France,,,,generic,Quel délice les quesadillas 😋🤤 !,💸💸,Hispanique,Validé ✅,,,,,"[-0.57293, 44.83896]"
Sweet Pepper - épicerie fine,10 Rue des Ayres,Bordeaux,33000, France,shopping,Sauces piquantes ,💸💸,Epicierie Fine,Validé ✅,,,,,"[-0.5724317999999999, 44.8368929]"
Au Petit Paradis,31 Avenue Étienne Billières,Toulouse,31300,,generic,,💸,Boulangerie 🥖,Validé ✅,,,,,"[1.42754, 43.597099]"
POGGETTI - Pizzeria e Cucina Italiana,32 Rue Gaspard Philippe,Bordeaux,33800, France,restaurant,,💸💸,Pizza 🍕,Validé ✅,,,,,"[-0.5667603999999999, 44.83260180000001]"
Patisserie S.,8 Cours d'Alsace et Lorraine,Bordeaux,33000,,generic,,💸,Pâtisseries,Validé ✅,,,,,"[-0.5718, 44.83771]"
Le Refectoire,31 Rue du Château d'Eau Paris France,,,,fastfood,,Traiteur,💸💸,À faire,,,,,"[2.3585082, 48.87094949999999]"
Kokomo Cantine,9 Place Fernand Lafargue,Bordeaux,33000, France,restaurant,,💸💸,Burger 🍔🍟,Validé ✅,,,,,"[-0.5718339, 44.8368786]"
Pic/Nic,28 Rue de L'Échiquier Paris France,,,,restaurant,Coréen ,💸,Asiat,Validé ✅,,,,,"[2.3506945, 48.87163330000001]"
Urfa Durum,56 Rue du Faubourg Saint-Denis Paris France,,,,fastfood,,💸,Viande,Validé ✅,,,,,"[2.354262799999999, 48.87237719999999]"
Julhès Paris,54 Rue du Faubourg Saint-Denis 75010 Paris,,,,shopping,,💸💸,Boulangerie 🥖,Epicierie Fine,Validé ✅,,,,"[2.354268900000001, 48.87232909999999]"
Dumpling Queen,22 Rue de l'Échiquier,Paris,75010,,generic,,💸,Asiat,Validé ✅,,,,,"[2.35116, 48.871429]"
La Droguerie,47 Rue du Faubourg Saint-Denis,Paris,75010,,generic,,💸,Crêperie,Validé ✅,,,,,"[2.35356, 48.871658]"
MaMi,44 Rue du Faubourg du Temple Paris 75011,,,,restaurant,,💸,Sandwich 🥪,Validé ✅,,,,,"[2.3691971, 48.8692692]"
Kozy Lafayette,46 Rue la Fayette,Paris,75009, France,restaurant,,💸💸,Brunch,Café,Validé ✅,,,,"[2.3401139, 48.8747806]"
Aux Péchés Normands,9 Rue du Faubourg du Temple,Paris,75010, France,restaurant,Les niflettes 😋,💸,Boulangerie 🥖,Pâtisseries,Validé ✅,,,,"[2.365456, 48.868287]"
Crème Brussels,Rue de Rollebeek 30,Bruxelles,1000, Belgique,restaurant,,💸💸,Brunch,À faire,,,,,"[4.3533108, 50.84194400000001]"
Berlin Fabrik,Place de la Chapelle 17,Bruxelles,1000, Belgique,restaurant,,🍴 inconnu,Burger 🍔🍟,À faire,,,,,"[4.351443199999999, 50.8409485]"
coco donuts,Rue Sainte-Anne 36,Bruxelles,1000, Belgique,donuts,,💸,À faire,Pâtisseries,,,,,"[4.3554692, 50.8412227]"
L'atelier en Ville,Rue Haute 64,Bruxelles,1000, Belgium,cafe,,🍴 inconnu,À faire,,,,,,"[4.351507600000001, 50.8404842]"
Tich,Rue de Namur 25,Bruxelles,1000, Belgique,restaurant,,🍴 inconnu,À faire,,,,,,"[4.3595594, 50.8405619]"
Nénu,Rue Dejoncker 21,Saint-Gilles,1060, Belgique,restaurant,,🍴 inconnu,À faire,,,,,,"[4.354701599999999, 50.8341643]"
Fika Coffee,Rue de la Paix 17 1050 Ixelles Belgium,,,,restaurant,,🍴 inconnu,À faire,,,,,,"[4.364939, 50.8354186]"
Chyl,Belle-VueStraat Brussels Belgium,,,,restaurant,,🍴 inconnu,À faire,,,,,,"[4.3714071, 50.8196795]"
Ici,1050,Darwin,Rue, 1050 Ixelles,restaurant,,🍴 inconnu,À faire,,,,,,"[4.352465899999999, 50.8179071]"
Les Super Filles du Tram,Rue Lesbroussart 22,Bruxelles,1050, Belgique,restaurant,,🍴 inconnu,À faire,,,,,,"[4.3702402, 50.8276291]"
Restaurant Inzia,Rue de la Paix 37,Ixelles,1050, Belgique,restaurant,,🍴 inconnu,À faire,,,,,,"[4.3657237, 50.8360073]"
Boulangerie Charli,Rue Sainte-Catherine 34,Bruxelles,1000, Belgique,restaurant,,💸,Boulangerie 🥖,Validé ✅,,,,,"[4.3475812, 50.85005229999999]"
Le Dillens,Place Julien Dillens,Saint-Gilles,1060, Belgique,cafe,,🍴 inconnu,À faire,,,,,,"[4.348912299999999, 50.83180460000001]"
8tea5 Brussels,Rue des Fripiers 17 Brussels Belgium,,,,cafe,,🍴 inconnu,À faire,,,,,,"[4.352287699999999, 50.8486182]"
TERO,Rue St.Bernard 1,Saint-Gilles,1060, Belgique,restaurant,,🍴 inconnu,À faire,,,,,,"[4.355814000000001, 50.8301525]"
OLD BOY,Rue de Tenbosch 110,Ixelles,1050, Belgique,restaurant,,🍴 inconnu,À faire,,,,,,"[4.361100999999999, 50.820766]"
Wolf Sharing Food Market,Rue du Fossé aux Loups 50,Bruxelles,1000, Belgique,restaurant,Beef Pan Toukoul 🇪🇹 ✅,💸💸,Validé ✅,Africain,,,,,"[4.356280599999999, 50.8499341]"
Frit Flagey,Place Eugène Flagey,Ixelles,1050, Belgique,generic,,💸,🍟,Validé ✅,,,,,"[4.372397299999999, 50.8283502]"
Renard Bakery,Place Fernand Cocq 3,Ixelles,1050, Belgique,restaurant,,💸,Boulangerie 🥖,Pâtisseries,Validé ✅,,,,"[4.366066, 50.83350799999999]"
Grain Bakery,Rue de l'Aqueduc 84,Ixelles,1050, Belgique,restaurant,,💸,Boulangerie 🥖,Validé ✅,,,,,"[4.360184400000001, 50.8240556]"
Manhattn's Burgers,Rue Henri Maus 39,Bruxelles,1000, Belgique,restaurant,,💸💸,Burger 🍔🍟,Validé ✅,,,,,"[4.350294799999999, 50.8475201]"
PoZ Café,Rue Defacqz 94,Saint-Gilles,1060, Belgique,cafe,,💸💸,Brunch,Café,Validé ✅,,,,"[4.357848, 50.8269735]"
Chalet Robinson,Sentier de l'Embarcadère 1,Bruxelles,1000, Belgique,restaurant,Le meilleur brunch que j’ai fait jusqu’à présent. En plus de la bonne nourriture l’environnement autour de l’établissement est magnifique.,💸💸,Brunch,Validé ✅,,,,,"[4.380765999999999, 50.804436]"
Le Kalu Ethnic Food,83 rue de l'église Saint-Gilles,Brussel,1060, Belgique,restaurant,,💸💸,Africain,Poulet 🐔,Validé ✅,,,,"[4.343507199999999, 50.83009980000001]"
Tough cookie,Rue Berthelot 108,Forest,1190,,donuts,Dans le top des meilleurs cookies que j’ai mangé. (Uniquement sur commande internet pour le moment),💸,Validé ✅,Cookie 🍪,RIP (Fermé definitivement),,,,"[4.3305, 50.825142]"
Kafei,Chau. de Vleurgat 147,Bruxelles,1000, Belgique,restaurant,,💸💸,Café,À faire,,,,,"[4.3671202, 50.82315930000001]"
Rambo,Washingtonstraat 1050 Elsene Belgium,,,,generic,,💸💸,Burger 🍔🍟,À faire,,,,,"[4.363153457641602, 50.82567596435547]"
Kicoucou,Rue de la Creche 17,Ixelles,1050,,restaurant,,💸💸,Burger 🍔🍟,À faire,,,,,"[4.3678414, 50.8340522]"
Hashtag Chicken & Waffles,Plétinckxstraat 55,Bruxelles,1000,,generic,,💸💸,Soul Food,Validé ✅,,,,,"[4.34392, 50.848122]"
Bobbi Bao,Rue Henri Maus 25 1000 Brussels Belgium,,,,restaurant,,💸,Asiat,À faire,,,,,"[4.35, 50.84762]"
Fritland,Henri Mausstraat 9 Brussels Belgium,,,,restaurant,,💸,🍟,À faire,,,,,"[4.350560100000001, 50.8474242]"
Neuhaus Chocolates,Grand Place 27 Brussel 1000,,,,generic,,💸💸,Chocolaterie 🍫,Validé ✅,,,,,"[4.3530083, 50.8467793]"
Elisabeth,Rue au Beurre 43,Brussel,1000, Belgique,shopping,,💸💸,Chocolaterie 🍫,Validé ✅,,,,,"[4.35183, 50.8473]"
Restaurant MEERT,27 Rue Esquermoise,Lille,59000, France,restaurant,,💸💸,Pâtisseries,Chocolaterie 🍫,Validé ✅,,,,"[3.0618764, 50.6377379]"
Boulangerie-Pâtisserie Brier,118 Rue Esquermoise,Lille,59000, France,restaurant,,💸,Boulangerie 🥖,Pâtisseries,Validé ✅,,,,"[3.0590926, 50.6388466]"
Chouchou,47 Rue d'Angleterre,Lille,59800, France,generic,,💸💸,Pâtisseries,Validé ✅,,,,,"[3.0596964359283447, 50.640987396240234]"
Maison Maé,17 Rue du Château d'Eau,Paris,75010,,bakery,,💸,Boulangerie 🥖,Pâtisseries,Validé ✅,,,,"[2.36032, 48.869991]"
Dear Jane,58 Rue Sainte-Anne,Paris,75002, France,restaurant,,💸💸,Cookie 🍪,Validé ✅,,,,,"[2.3364478, 48.86810930000001]"
"Juliane, pâtisseries naturelles",169 Rue Pierre Mauroy,Lille,59800,,generic,,💸,Salon de thé 🍵,Validé ✅,,,,,"[3.06863, 50.63282]"
Crackbuns,Auguststraße 63 Mitte,Berlin,10117,,fastfood,,💸,Burger 🍔🍟,Validé ✅,,,,,"[13.397068977355957, 52.52718734741211]"
Bäckerei und Konditorei in der Sophienstraße,Sophienstraße 30,Berlin,10178, Allemagne,restaurant,,💸,Pâtisseries,Validé ✅,,,,,"[13.39956, 52.52668]"
Die Stulle,Carmerstraße 10,Berlin,10623, Allemagne,restaurant,,💸,Café,Brunch,Validé ✅,,,,"[13.3237326, 52.50672]"
goldies,Oranienstraße 6,Berlin,10997, Allemagne,restaurant,,💸💸,Burger 🍔🍟,Validé ✅,,,,,"[13.4250751, 52.4998002]"
Burgermeister,Skalitzer Str. 136,Berlin,10999, Tyskland,restaurant,,💸,Burger 🍔🍟,Validé ✅,,,,,"[13.4185965, 52.4994525]"
Zeit für Brot,Alte Schönhauser Str. 4,Berlin,10119, Germania,restaurant,,💸💸,Boulangerie 🥖,Validé ✅,,,,,"[13.4086034, 52.52801210000001]"
Piri’s Chicken Burger,Boddinstraße 61 Neukölln,Berlin,12053,,fastfood,,💸💸,Burger 🍔🍟,Validé ✅,,,,,"[13.433138847351074, 52.48097229003906]"
What do you fancy love Mitte,Linienstraße 41,Berlin,10119, Allemagne,cafe,,💸💸,Café,Brunch,Validé ✅,,,,"[13.4096609, 52.5283141]"
